target_word_unique,word_combo_related,cue_word_related,word_combo_unrelated,cue_word_unrelated
черевний,хребетнийчеревний,хребетний,спробуватичеревний,спробувати
череп,кісткачереп,кістка,аналітикчереп,аналітик
черепаха,равликчерепаха,равлик,процесчерепаха,процес
чесний,пристойнийчесний,пристойний,обладнаннячесний,обладнання
чесність,лояльністьчесність,лояльність,проспектчесність,проспект
честь,привілейчесть,привілей,готівкачесть,готівка
четвертий,третійчетвертий,третій,зміначетвертий,зміна
човен,підводний човенчовен,підводний човен,буквальночовен,буквально
чорний,білийчорний,білий,занепокоєннячорний,занепокоєння
чотири,двачотири,два,порночотири,порно
чудовий,винятковийчудовий,винятковий,скаргачудовий,скарга
чудовий.1,приємнийчудовий,приємний,реагуватичудовий,реагувати
чужий,НЛОчужий,НЛО,кишенячужий,кишеня
чутливий,делікатнийчутливий,делікатний,гостинністьчутливий,гостинність
шампанське,виноробствошампанське,виноробство,чувакшампанське,чувак
шантаж,хабаршантаж,хабар,гратишантаж,грати
шафа,кабінетшафа,кабінет,аналогічнийшафа,аналогічний
шахрайство,змаганняшахрайство,змагання,захоплюватисяшахрайство,захоплюватися
швидкий,повільнийшвидкий,повільний,неправедністьшвидкий,неправедність
швидкість,відстаньшвидкість,відстань,бутербродшвидкість,бутерброд
швидко,повільношвидко,повільно,завтрашвидко,завтра
шеф-кухар,готуватишеф-кухар,готувати,геніальнийшеф-кухар,геніальний
шийка,горлошийка,горло,раптомшийка,раптом
широкий,вузькийширокий,вузький,ракеташирокий,ракета
школу,класшколу,клас,інстинктшколу,інстинкт
шланг,насосшланг,насос,фірмашланг,фірма
шлюб,розлученняшлюб,розлучення,свіжийшлюб,свіжий
шматок,фрагментшматок,фрагмент,зрідкашматок,зрідка
шоколад,цукоршоколад,цукор,вивчатишоколад,вивчати
шосе,дорогашосе,дорога,ентузіазмшосе,ентузіазм
шприц,голкашприц,голка,голодшприц,голод
шрам,татуюванняшрам,татуювання,будівельнийшрам,будівельний
штаб-квартира,базаштаб-квартира,база,чарівністьштаб-квартира,чарівність
штурм,вітерштурм,вітер,похибкаштурм,похибка
штучний,природнийштучний,природний,вересеньштучний,вересень
щасливий,задоволенийщасливий,задоволений,баштащасливий,башта
ще,вжеще,вже,дотепнийще,дотепний
щедрий,співчуватищедрий,співчувати,маркащедрий,марка
що,що самещо,що саме,підсумокщо,підсумок
щока,губащока,губа,семінарщока,семінар
щось,ніщощось,ніщо,фізикащось,фізика
щотижня,щоднящотижня,щодня,міцнийщотижня,міцний
ядерний,атомнийядерний,атомний,маляядерний,маля
яйце,гніздояйце,гніздо,слухяйце,слух
якість,кількістьякість,кількість,анонімнийякість,анонімний
яскравий,блискяскравий,блиск,відкриттяяскравий,відкриття
ящірка,жабаящірка,жаба,оркестрящірка,оркестр
